Team,League,Year,G,W,L,Playoffs,RankSeason,RankPlayoffs,RS,RA,BA,OBP,SLG,OPS,OOBP,OSLG
PHI,NL,1979,163,84,79,FALSE,,,683,718,0.266,0.34,0.396,0.736,,
PIT,NL,1979,163,98,65,TRUE,2,1,775,643,0.272,0.33,0.416,0.746,,
SDP,NL,1979,161,68,93,FALSE,,,603,681,0.242,0.311,0.348,0.659,,
SEA,AL,1979,162,67,95,FALSE,,,711,820,0.269,0.331,0.404,0.735,,
SFG,NL,1979,162,71,91,FALSE,,,672,751,0.246,0.319,0.365,0.684,,
STL,NL,1979,163,86,77,FALSE,,,731,693,0.278,0.331,0.401,0.732,,
TEX,AL,1979,162,83,79,FALSE,,,750,698,0.278,0.334,0.409,0.743,,
TOR,AL,1979,162,53,109,FALSE,,,613,862,0.251,0.311,0.363,0.674,,
ATL,NL,1978,162,69,93,FALSE,,,600,750,0.244,0.315,0.363,0.678,,
BAL,AL,1978,161,90,71,FALSE,,,659,633,0.258,0.326,0.396,0.722,,
BOS,AL,1978,163,99,64,FALSE,,,796,657,0.267,0.336,0.424,0.76,,
CAL,AL,1978,162,87,75,FALSE,,,691,666,0.259,0.33,0.37,0.7,,
CHC,NL,1978,162,79,83,FALSE,,,664,724,0.264,0.331,0.361,0.692,,
CHW,AL,1978,161,71,90,FALSE,,,634,731,0.264,0.317,0.379,0.696,,
CIN,NL,1978,161,92,69,FALSE,,,710,688,0.256,0.334,0.393,0.727,,
CLE,AL,1978,159,69,90,FALSE,,,639,694,0.261,0.323,0.379,0.702,,
DET,AL,1978,162,86,76,FALSE,,,714,653,0.271,0.339,0.392,0.731,,
HOU,NL,1978,162,74,88,FALSE,,,605,634,0.258,0.313,0.355,0.668,,
KCR,AL,1978,162,92,70,TRUE,3,3,743,634,0.268,0.329,0.399,0.728,,
LAD,NL,1978,162,95,67,TRUE,2,2,727,573,0.264,0.338,0.402,0.74,,
MIL,AL,1978,162,93,69,FALSE,,,804,650,0.276,0.339,0.432,0.771,,
MIN,AL,1978,162,73,89,FALSE,,,666,678,0.267,0.339,0.375,0.714,,
MON,NL,1978,162,76,86,FALSE,,,633,611,0.254,0.306,0.379,0.685,,
NYM,NL,1978,162,66,96,FALSE,,,607,690,0.245,0.314,0.352,0.666,,
NYY,AL,1978,163,100,63,TRUE,1,1,735,582,0.267,0.329,0.388,0.717,,
OAK,AL,1978,162,69,93,FALSE,,,532,690,0.245,0.303,0.351,0.654,,
PHI,NL,1978,162,90,72,TRUE,4,3,708,586,0.258,0.328,0.388,0.716,,
PIT,NL,1978,161,88,73,FALSE,,,684,637,0.257,0.32,0.385,0.705,,
SDP,NL,1978,162,84,78,FALSE,,,591,598,0.252,0.321,0.348,0.669,,
SEA,AL,1978,160,56,104,FALSE,,,614,834,0.248,0.314,0.359,0.673,,
SFG,NL,1978,162,89,73,FALSE,,,613,594,0.248,0.318,0.374,0.692,,
STL,NL,1978,162,69,93,FALSE,,,600,657,0.249,0.303,0.358,0.661,,
TEX,AL,1978,162,87,75,FALSE,,,692,632,0.253,0.332,0.381,0.713,,
TOR,AL,1978,161,59,102,FALSE,,,590,775,0.25,0.308,0.359,0.667,,
ATL,NL,1977,162,61,101,FALSE,,,678,895,0.254,0.32,0.376,0.696,,
BAL,AL,1977,161,97,64,FALSE,,,719,653,0.261,0.329,0.393,0.722,,
BOS,AL,1977,161,97,64,FALSE,,,859,712,0.281,0.345,0.465,0.81,,
CAL,AL,1977,162,74,88,FALSE,,,675,695,0.255,0.324,0.386,0.71,,
CHC,NL,1977,162,81,81,FALSE,,,692,739,0.266,0.33,0.387,0.717,,
CHW,AL,1977,162,90,72,FALSE,,,844,771,0.278,0.344,0.444,0.788,,
CIN,NL,1977,162,88,74,FALSE,,,802,725,0.274,0.345,0.436,0.781,,
CLE,AL,1977,161,71,90,FALSE,,,676,739,0.269,0.334,0.38,0.714,,
DET,AL,1977,162,74,88,FALSE,,,714,751,0.264,0.318,0.41,0.728,,
HOU,NL,1977,162,81,81,FALSE,,,680,650,0.254,0.32,0.385,0.705,,
KCR,AL,1977,162,102,60,TRUE,1,3,822,651,0.277,0.34,0.436,0.776,,
LAD,NL,1977,162,98,64,TRUE,4,2,769,582,0.266,0.336,0.418,0.754,,
MIL,AL,1977,162,67,95,FALSE,,,639,765,0.258,0.314,0.389,0.703,,
MIN,AL,1977,161,84,77,FALSE,,,867,776,0.282,0.348,0.417,0.765,,
MON,NL,1977,162,75,87,FALSE,,,665,736,0.26,0.318,0.402,0.72,,
NYM,NL,1977,162,64,98,FALSE,,,587,663,0.244,0.313,0.346,0.659,,
NYY,AL,1977,162,100,62,TRUE,3,1,831,651,0.281,0.344,0.444,0.788,,
OAK,AL,1977,161,63,98,FALSE,,,605,749,0.24,0.308,0.352,0.66,,
PHI,NL,1977,162,101,61,TRUE,2,3,847,668,0.279,0.346,0.448,0.794,,
PIT,NL,1977,162,96,66,FALSE,,,734,665,0.274,0.331,0.413,0.744,,
SDP,NL,1977,162,69,93,FALSE,,,692,834,0.249,0.324,0.375,0.699,,
SEA,AL,1977,162,64,98,FALSE,,,624,855,0.256,0.312,0.381,0.693,,
SFG,NL,1977,162,75,87,FALSE,,,673,711,0.253,0.323,0.383,0.706,,
STL,NL,1977,162,83,79,FALSE,,,737,688,0.27,0.33,0.388,0.718,,
TEX,AL,1977,162,94,68,FALSE,,,767,657,0.27,0.342,0.405,0.747,,
TOR,AL,1977,161,54,107,FALSE,,,605,822,0.252,0.316,0.365,0.681,,
ATL,NL,1976,162,70,92,FALSE,,,620,700,0.245,0.32,0.334,0.654,,
BAL,AL,1976,162,88,74,FALSE,,,619,598,0.243,0.31,0.358,0.668,,
BOS,AL,1976,162,83,79,FALSE,,,716,660,0.263,0.324,0.402,0.726,,
CAL,AL,1976,162,76,86,FALSE,,,550,631,0.235,0.306,0.318,0.624,,
CHC,NL,1976,162,75,87,FALSE,,,611,728,0.251,0.313,0.356,0.669,,
CHW,AL,1976,161,64,97,FALSE,,,586,745,0.255,0.314,0.349,0.663,,
CIN,NL,1976,162,102,60,TRUE,1,1,857,633,0.28,0.357,0.424,0.781,,
CLE,AL,1976,159,81,78,FALSE,,,615,615,0.263,0.321,0.359,0.68,,
DET,AL,1976,161,74,87,FALSE,,,609,709,0.257,0.315,0.365,0.68,,
HOU,NL,1976,162,80,82,FALSE,,,625,657,0.256,0.322,0.347,0.669,,
KCR,AL,1976,162,90,72,TRUE,4,3,713,611,0.269,0.327,0.371,0.698,,
LAD,NL,1976,162,92,70,FALSE,,,608,543,0.251,0.313,0.349,0.662,,
MIL,AL,1976,161,66,95,FALSE,,,570,655,0.246,0.311,0.34,0.651,,
MIN,AL,1976,162,85,77,FALSE,,,743,704,0.274,0.341,0.375,0.716,,
MON,NL,1976,162,55,107,FALSE,,,531,734,0.235,0.291,0.34,0.631,,
NYM,NL,1976,162,86,76,FALSE,,,615,538,0.246,0.319,0.352,0.671,,
NYY,AL,1976,159,97,62,TRUE,3,2,730,575,0.269,0.328,0.389,0.717,,
OAK,AL,1976,161,87,74,FALSE,,,686,598,0.246,0.323,0.361,0.684,,
PHI,NL,1976,162,101,61,TRUE,2,3,770,557,0.272,0.338,0.395,0.733,,
PIT,NL,1976,162,92,70,FALSE,,,708,630,0.267,0.321,0.391,0.712,,
SDP,NL,1976,162,73,89,FALSE,,,570,662,0.247,0.31,0.337,0.647,,
SFG,NL,1976,162,74,88,FALSE,,,595,686,0.246,0.312,0.345,0.657,,
STL,NL,1976,162,72,90,FALSE,,,629,671,0.26,0.323,0.359,0.682,,
TEX,AL,1976,162,76,86,FALSE,,,616,652,0.25,0.321,0.341,0.662,,
ATL,NL,1975,161,67,94,FALSE,,,583,739,0.244,0.313,0.346,0.659,,
BAL,AL,1975,159,90,69,FALSE,,,682,553,0.252,0.326,0.373,0.699,,
BOS,AL,1975,160,95,65,TRUE,3,2,796,709,0.275,0.344,0.417,0.761,,
CAL,AL,1975,161,72,89,FALSE,,,628,723,0.246,0.322,0.328,0.65,,
CHC,NL,1975,162,75,87,FALSE,,,712,827,0.259,0.338,0.368,0.706,,
CHW,AL,1975,161,75,86,FALSE,,,655,703,0.255,0.331,0.358,0.689,,
CIN,NL,1975,162,108,54,TRUE,1,1,840,586,0.271,0.353,0.401,0.754,,
CLE,AL,1975,159,79,80,FALSE,,,688,703,0.261,0.327,0.392,0.719,,
DET,AL,1975,159,57,102,FALSE,,,570,786,0.249,0.301,0.366,0.667,,
HOU,NL,1975,162,64,98,FALSE,,,664,711,0.254,0.32,0.359,0.679,,
KCR,AL,1975,162,91,71,FALSE,,,710,649,0.261,0.333,0.394,0.727,,
LAD,NL,1975,162,88,74,FALSE,,,648,534,0.248,0.325,0.365,0.69,,
MIL,AL,1975,162,68,94,FALSE,,,675,792,0.25,0.32,0.389,0.709,,
MIN,AL,1975,159,76,83,FALSE,,,724,736,0.271,0.341,0.386,0.727,,
MON,NL,1975,162,75,87,FALSE,,,601,690,0.244,0.317,0.348,0.665,,
NYM,NL,1975,162,82,80,FALSE,,,646,625,0.256,0.319,0.361,0.68,,
NYY,AL,1975,160,83,77,FALSE,,,681,588,0.264,0.325,0.382,0.707,,
OAK,AL,1975,162,98,64,TRUE,2,3,758,606,0.254,0.333,0.391,0.724,,
PHI,NL,1975,162,86,76,FALSE,,,735,694,0.269,0.342,0.402,0.744,,
PIT,NL,1975,161,92,69,TRUE,4,3,712,565,0.263,0.323,0.402,0.725,,
SDP,NL,1975,162,71,91,FALSE,,,552,683,0.244,0.31,0.335,0.645,,
SFG,NL,1975,161,80,81,FALSE,,,659,671,0.259,0.333,0.365,0.698,,
STL,NL,1975,163,82,81,FALSE,,,662,689,0.273,0.327,0.375,0.702,,
TEX,AL,1975,162,79,83,FALSE,,,714,733,0.256,0.33,0.371,0.701,,
ATL,NL,1974,163,88,75,FALSE,,,661,563,0.249,0.319,0.363,0.682,,
BAL,AL,1974,162,91,71,TRUE,2,3,659,612,0.256,0.322,0.37,0.692,,
BOS,AL,1974,162,84,78,FALSE,,,696,661,0.264,0.333,0.377,0.71,,
CAL,AL,1974,163,68,95,FALSE,,,618,657,0.254,0.321,0.356,0.677,,
CHC,NL,1974,162,66,96,FALSE,,,669,826,0.251,0.327,0.365,0.692,,
CHW,AL,1974,163,80,83,FALSE,,,684,721,0.268,0.33,0.389,0.719,,
CIN,NL,1974,163,98,65,FALSE,,,776,631,0.26,0.343,0.394,0.737,,
CLE,AL,1974,162,77,85,FALSE,,,662,694,0.255,0.311,0.37,0.681,,
DET,AL,1974,162,72,90,FALSE,,,620,768,0.247,0.303,0.366,0.669,,
HOU,NL,1974,162,81,81,FALSE,,,653,632,0.263,0.322,0.378,0.7,,
KCR,AL,1974,162,77,85,FALSE,,,667,662,0.259,0.327,0.364,0.691,,
LAD,NL,1974,162,102,60,TRUE,1,2,798,561,0.272,0.342,0.401,0.743,,
MIL,AL,1974,162,76,86,FALSE,,,647,660,0.244,0.309,0.369,0.678,,
MIN,AL,1974,163,82,81,FALSE,,,673,669,0.272,0.336,0.378,0.714,,
MON,NL,1974,161,79,82,FALSE,,,662,657,0.254,0.335,0.35,0.685,,
NYM,NL,1974,162,71,91,FALSE,,,572,646,0.235,0.311,0.329,0.64,,
NYY,AL,1974,162,89,73,FALSE,,,671,623,0.263,0.324,0.368,0.692,,
OAK,AL,1974,162,90,72,TRUE,3,1,689,551,0.247,0.321,0.373,0.694,,
PHI,NL,1974,162,80,82,FALSE,,,676,701,0.261,0.32,0.373,0.693,,
PIT,NL,1974,162,88,74,TRUE,4,3,751,657,0.274,0.335,0.391,0.726,,
SDP,NL,1974,162,60,102,FALSE,,,541,830,0.229,0.302,0.33,0.632,,
SFG,NL,1974,162,72,90,FALSE,,,634,723,0.252,0.322,0.358,0.68,,
STL,NL,1974,161,86,75,FALSE,,,677,643,0.265,0.331,0.365,0.696,,
TEX,AL,1974,161,83,78,FALSE,,,690,698,0.272,0.336,0.377,0.713,,
ATL,NL,1973,162,76,86,FALSE,,,799,774,0.266,0.339,0.427,0.766,,
BAL,AL,1973,162,97,65,TRUE,2,3,754,561,0.266,0.345,0.389,0.734,,
BOS,AL,1973,162,89,73,FALSE,,,738,647,0.267,0.338,0.401,0.739,,
CAL,AL,1973,162,79,83,FALSE,,,629,657,0.253,0.318,0.348,0.666,,
CHC,NL,1973,161,77,84,FALSE,,,614,655,0.247,0.32,0.357,0.677,,
CHW,AL,1973,162,77,85,FALSE,,,652,705,0.256,0.324,0.372,0.696,,
CIN,NL,1973,162,99,63,TRUE,1,3,741,621,0.254,0.332,0.383,0.715,,
CLE,AL,1973,162,71,91,FALSE,,,680,826,0.256,0.315,0.387,0.702,,
DET,AL,1973,162,85,77,FALSE,,,642,674,0.254,0.32,0.39,0.71,,
HOU,NL,1973,162,82,80,FALSE,,,681,672,0.251,0.312,0.376,0.688,,
KCR,AL,1973,162,88,74,FALSE,,,755,752,0.261,0.339,0.381,0.72,,
LAD,NL,1973,162,95,67,FALSE,,,675,565,0.263,0.323,0.371,0.694,,
MIL,AL,1973,162,74,88,FALSE,,,708,731,0.253,0.325,0.388,0.713,,
MIN,AL,1973,162,81,81,FALSE,,,738,692,0.27,0.342,0.393,0.735,,
MON,NL,1973,162,79,83,FALSE,,,668,702,0.251,0.34,0.364,0.704,,
NYM,NL,1973,161,82,79,TRUE,4,2,608,588,0.246,0.315,0.338,0.653,,
NYY,AL,1973,162,80,82,FALSE,,,641,610,0.261,0.322,0.378,0.7,,
OAK,AL,1973,162,94,68,TRUE,3,1,758,615,0.26,0.333,0.389,0.722,,
PHI,NL,1973,162,71,91,FALSE,,,642,717,0.249,0.31,0.371,0.681,,
PIT,NL,1973,162,80,82,FALSE,,,704,693,0.261,0.315,0.405,0.72,,
SDP,NL,1973,162,60,102,FALSE,,,548,770,0.244,0.296,0.351,0.647,,
SFG,NL,1973,162,88,74,FALSE,,,739,702,0.262,0.335,0.407,0.742,,
STL,NL,1973,162,81,81,FALSE,,,643,603,0.259,0.325,0.357,0.682,,
TEX,AL,1973,162,57,105,FALSE,,,619,844,0.255,0.318,0.361,0.679,,
ATL,NL,1971,162,82,80,FALSE,,,643,699,0.257,0.312,0.385,0.697,,
BAL,AL,1971,158,101,57,TRUE,1,2,742,530,0.261,0.347,0.398,0.745,,
BOS,AL,1971,162,85,77,FALSE,,,691,667,0.252,0.322,0.397,0.719,,
CAL,AL,1971,162,76,86,FALSE,,,511,576,0.231,0.29,0.329,0.619,,
CHC,NL,1971,162,83,79,FALSE,,,637,648,0.258,0.325,0.378,0.703,,
CHW,AL,1971,162,79,83,FALSE,,,617,597,0.25,0.325,0.373,0.698,,
CIN,NL,1971,162,79,83,FALSE,,,586,581,0.241,0.3,0.366,0.666,,
CLE,AL,1971,162,60,102,FALSE,,,543,747,0.238,0.3,0.342,0.642,,
DET,AL,1971,162,91,71,FALSE,,,701,645,0.254,0.325,0.405,0.73,,
HOU,NL,1971,162,79,83,FALSE,,,585,567,0.24,0.302,0.34,0.642,,
KCR,AL,1971,161,85,76,FALSE,,,603,566,0.25,0.313,0.353,0.666,,
LAD,NL,1971,162,89,73,FALSE,,,663,587,0.266,0.325,0.37,0.695,,
MIL,AL,1971,161,69,92,FALSE,,,534,609,0.229,0.304,0.329,0.633,,
MIN,AL,1971,160,74,86,FALSE,,,654,670,0.26,0.323,0.372,0.695,,
MON,NL,1971,162,71,91,FALSE,,,622,729,0.246,0.322,0.343,0.665,,
NYM,NL,1971,162,83,79,FALSE,,,588,550,0.249,0.319,0.351,0.67,,
NYY,AL,1971,162,81,81,FALSE,,,648,641,0.254,0.328,0.36,0.688,,
OAK,AL,1971,161,101,60,TRUE,1,3,691,564,0.252,0.321,0.384,0.705,,
PHI,NL,1971,162,67,95,FALSE,,,558,688,0.233,0.298,0.35,0.648,,
PIT,NL,1971,162,97,65,TRUE,2,1,788,599,0.274,0.33,0.416,0.746,,
SDP,NL,1971,161,61,100,FALSE,,,486,610,0.233,0.293,0.332,0.625,,
SFG,NL,1971,162,90,72,TRUE,3,3,706,644,0.247,0.329,0.378,0.707,,
STL,NL,1971,163,90,73,FALSE,,,739,699,0.275,0.338,0.385,0.723,,
WSA,AL,1971,159,63,96,FALSE,,,537,660,0.23,0.307,0.326,0.633,,
ATL,NL,1970,162,76,86,FALSE,,,736,772,0.27,0.334,0.404,0.738,,
BAL,AL,1970,162,108,54,TRUE,1,1,792,574,0.257,0.344,0.401,0.745,,
BOS,AL,1970,162,87,75,FALSE,,,786,722,0.262,0.335,0.428,0.763,,
CAL,AL,1970,162,86,76,FALSE,,,631,630,0.251,0.309,0.363,0.672,,
CHC,NL,1970,162,84,78,FALSE,,,806,679,0.259,0.333,0.415,0.748,,
CHW,AL,1970,162,56,106,FALSE,,,633,822,0.253,0.315,0.362,0.677,,
CIN,NL,1970,162,102,60,TRUE,2,2,775,681,0.27,0.336,0.436,0.772,,
CLE,AL,1970,162,76,86,FALSE,,,649,675,0.249,0.314,0.394,0.708,,
DET,AL,1970,162,79,83,FALSE,,,666,731,0.238,0.322,0.374,0.696,,
HOU,NL,1970,162,79,83,FALSE,,,744,763,0.259,0.332,0.391,0.723,,
KCR,AL,1970,162,65,97,FALSE,,,611,705,0.244,0.309,0.348,0.657,,
LAD,NL,1970,161,87,74,FALSE,,,749,684,0.27,0.334,0.382,0.716,,
MIL,AL,1970,163,65,98,FALSE,,,613,751,0.242,0.319,0.358,0.677,,
MIN,AL,1970,162,98,64,TRUE,3,3,744,605,0.262,0.327,0.403,0.73,,
MON,NL,1970,162,73,89,FALSE,,,687,807,0.237,0.323,0.365,0.688,,
NYM,NL,1970,162,83,79,FALSE,,,695,630,0.249,0.333,0.37,0.703,,
NYY,AL,1970,163,93,70,FALSE,,,680,612,0.251,0.324,0.365,0.689,,
OAK,AL,1970,162,89,73,FALSE,,,678,593,0.249,0.325,0.392,0.717,,
PHI,NL,1970,161,73,88,FALSE,,,594,730,0.238,0.305,0.356,0.661,,
PIT,NL,1970,162,89,73,TRUE,4,3,729,664,0.27,0.325,0.406,0.731,,
SDP,NL,1970,162,63,99,FALSE,,,681,788,0.246,0.312,0.391,0.703,,
SFG,NL,1970,162,86,76,FALSE,,,831,826,0.262,0.351,0.409,0.76,,
STL,NL,1970,162,76,86,FALSE,,,744,747,0.263,0.331,0.379,0.71,,
WSA,AL,1970,162,70,92,FALSE,,,626,689,0.238,0.321,0.358,0.679,,
ATL,NL,1969,162,93,69,TRUE,4,3,691,631,0.258,0.321,0.38,0.701,,
BAL,AL,1969,162,109,53,TRUE,1,2,779,517,0.265,0.343,0.414,0.757,,
BOS,AL,1969,162,87,75,FALSE,,,743,736,0.251,0.333,0.415,0.748,,
CAL,AL,1969,163,71,92,FALSE,,,528,652,0.23,0.3,0.319,0.619,,
CHC,NL,1969,163,92,71,FALSE,,,720,611,0.253,0.323,0.384,0.707,,
CHW,AL,1969,162,68,94,FALSE,,,625,723,0.247,0.32,0.357,0.677,,
CIN,NL,1969,163,89,74,FALSE,,,798,768,0.277,0.335,0.422,0.757,,
CLE,AL,1969,161,62,99,FALSE,,,573,717,0.237,0.307,0.345,0.652,,
DET,AL,1969,162,90,72,FALSE,,,701,601,0.242,0.316,0.387,0.703,,
HOU,NL,1969,162,81,81,FALSE,,,676,668,0.24,0.33,0.352,0.682,,
KCR,AL,1969,163,69,94,FALSE,,,586,688,0.24,0.309,0.338,0.647,,
LAD,NL,1969,162,85,77,FALSE,,,645,561,0.254,0.315,0.359,0.674,,
MIN,AL,1969,162,97,65,TRUE,3,3,790,618,0.268,0.34,0.408,0.748,,
MON,NL,1969,162,52,110,FALSE,,,582,791,0.24,0.31,0.359,0.669,,
NYM,NL,1969,162,100,62,TRUE,2,1,632,541,0.242,0.311,0.351,0.662,,
NYY,AL,1969,162,80,82,FALSE,,,562,587,0.235,0.308,0.344,0.652,,
OAK,AL,1969,162,88,74,FALSE,,,740,678,0.249,0.329,0.376,0.705,,
PHI,NL,1969,162,63,99,FALSE,,,645,745,0.241,0.312,0.372,0.684,,
PIT,NL,1969,162,88,74,FALSE,,,725,652,0.277,0.334,0.398,0.732,,
SDP,NL,1969,162,52,110,FALSE,,,468,746,0.225,0.285,0.329,0.614,,
SEP,AL,1969,163,64,99,FALSE,,,639,799,0.234,0.316,0.346,0.662,,
SFG,NL,1969,162,90,72,FALSE,,,713,636,0.242,0.334,0.361,0.695,,
STL,NL,1969,162,87,75,FALSE,,,595,540,0.253,0.316,0.359,0.675,,
WSA,AL,1969,162,86,76,FALSE,,,694,644,0.251,0.33,0.378,0.708,,
ATL,NL,1968,163,81,82,FALSE,,,514,549,0.252,0.307,0.339,0.646,,
BAL,AL,1968,162,91,71,FALSE,,,579,497,0.225,0.304,0.352,0.656,,
BOS,AL,1968,162,86,76,FALSE,,,614,611,0.236,0.313,0.352,0.665,,
CAL,AL,1968,162,67,95,FALSE,,,498,615,0.227,0.291,0.318,0.609,,
CHC,NL,1968,163,84,79,FALSE,,,612,611,0.242,0.298,0.366,0.664,,
CHW,AL,1968,162,67,95,FALSE,,,463,527,0.228,0.284,0.311,0.595,,
CIN,NL,1968,163,83,80,FALSE,,,690,673,0.273,0.32,0.389,0.709,,
CLE,AL,1968,162,86,76,FALSE,,,516,504,0.234,0.293,0.327,0.62,,
DET,AL,1968,164,103,61,TRUE,1,1,671,492,0.235,0.307,0.385,0.692,,
HOU,NL,1968,162,72,90,FALSE,,,510,588,0.231,0.298,0.317,0.615,,
LAD,NL,1968,162,76,86,FALSE,,,470,509,0.23,0.289,0.319,0.608,,
MIN,AL,1968,162,79,83,FALSE,,,562,546,0.237,0.299,0.35,0.649,,
NYM,NL,1968,163,73,90,FALSE,,,473,499,0.228,0.281,0.315,0.596,,
NYY,AL,1968,164,83,81,FALSE,,,536,531,0.214,0.292,0.318,0.61,,
OAK,AL,1968,163,82,81,FALSE,,,569,544,0.24,0.304,0.343,0.647,,
PHI,NL,1968,162,76,86,FALSE,,,543,615,0.233,0.294,0.333,0.627,,
PIT,NL,1968,163,80,83,FALSE,,,583,532,0.252,0.306,0.343,0.649,,
SFG,NL,1968,163,88,75,FALSE,,,599,529,0.239,0.307,0.341,0.648,,
STL,NL,1968,162,97,65,TRUE,2,2,583,472,0.249,0.298,0.346,0.644,,
WSA,AL,1968,161,65,96,FALSE,,,524,665,0.224,0.287,0.336,0.623,,
ATL,NL,1967,162,77,85,FALSE,,,631,640,0.24,0.307,0.372,0.679,,
BAL,AL,1967,161,76,85,FALSE,,,654,592,0.24,0.31,0.372,0.682,,
BOS,AL,1967,162,92,70,TRUE,2,2,722,614,0.255,0.321,0.395,0.716,,
CAL,AL,1967,161,84,77,FALSE,,,567,587,0.238,0.301,0.349,0.65,,
CHC,NL,1967,162,87,75,FALSE,,,702,624,0.251,0.316,0.378,0.694,,
CHW,AL,1967,162,89,73,FALSE,,,531,491,0.225,0.291,0.32,0.611,,
CIN,NL,1967,162,87,75,FALSE,,,604,563,0.248,0.297,0.372,0.669,,
CLE,AL,1967,162,75,87,FALSE,,,559,613,0.235,0.293,0.359,0.652,,
DET,AL,1967,163,91,72,FALSE,,,683,587,0.243,0.325,0.376,0.701,,
HOU,NL,1967,162,69,93,FALSE,,,626,742,0.249,0.317,0.364,0.681,,
KCA,AL,1967,161,62,99,FALSE,,,533,660,0.233,0.296,0.33,0.626,,
LAD,NL,1967,162,73,89,FALSE,,,519,595,0.236,0.301,0.332,0.633,,
MIN,AL,1967,164,91,73,FALSE,,,671,590,0.24,0.309,0.369,0.678,,
NYM,NL,1967,162,61,101,FALSE,,,498,672,0.238,0.288,0.325,0.613,,
NYY,AL,1967,163,72,91,FALSE,,,522,621,0.225,0.296,0.317,0.613,,
PHI,NL,1967,162,82,80,FALSE,,,612,581,0.242,0.313,0.357,0.67,,
PIT,NL,1967,163,81,82,FALSE,,,679,693,0.277,0.324,0.38,0.704,,
SFG,NL,1967,162,91,71,FALSE,,,652,551,0.245,0.313,0.372,0.685,,
STL,NL,1967,161,101,60,TRUE,1,1,695,557,0.263,0.32,0.379,0.699,,
WSA,AL,1967,161,76,85,FALSE,,,550,637,0.223,0.288,0.326,0.614,,
ATL,NL,1966,163,85,78,FALSE,,,782,683,0.263,0.326,0.424,0.75,,
BAL,AL,1966,160,97,63,TRUE,1,1,755,601,0.258,0.324,0.409,0.733,,
BOS,AL,1966,162,72,90,FALSE,,,655,731,0.24,0.31,0.376,0.686,,
CAL,AL,1966,162,80,82,FALSE,,,604,643,0.232,0.303,0.354,0.657,,
CHC,NL,1966,162,59,103,FALSE,,,644,809,0.254,0.313,0.38,0.693,,
CHW,AL,1966,163,83,80,FALSE,,,574,517,0.231,0.297,0.331,0.628,,
CIN,NL,1966,160,76,84,FALSE,,,692,702,0.26,0.309,0.395,0.704,,
CLE,AL,1966,162,81,81,FALSE,,,574,586,0.237,0.297,0.36,0.657,,
DET,AL,1966,162,88,74,FALSE,,,719,698,0.251,0.321,0.406,0.727,,
HOU,NL,1966,163,72,91,FALSE,,,612,695,0.255,0.318,0.365,0.683,,
KCA,AL,1966,160,74,86,FALSE,,,564,648,0.236,0.294,0.337,0.631,,
LAD,NL,1966,162,95,67,TRUE,2,2,606,490,0.256,0.314,0.362,0.676,,
MIN,AL,1966,162,89,73,FALSE,,,663,581,0.249,0.316,0.382,0.698,,
NYM,NL,1966,161,66,95,FALSE,,,587,761,0.239,0.301,0.342,0.643,,
NYY,AL,1966,160,70,90,FALSE,,,611,612,0.235,0.299,0.374,0.673,,
PHI,NL,1966,162,87,75,FALSE,,,696,640,0.258,0.322,0.378,0.7,,
PIT,NL,1966,162,92,70,FALSE,,,759,641,0.279,0.329,0.428,0.757,,
SFG,NL,1966,161,93,68,FALSE,,,675,626,0.248,0.303,0.392,0.695,,
STL,NL,1966,162,83,79,FALSE,,,571,577,0.251,0.298,0.368,0.666,,
WSA,AL,1966,159,71,88,FALSE,,,557,659,0.234,0.295,0.355,0.65,,
BAL,AL,1965,162,94,68,FALSE,,,641,578,0.238,0.307,0.363,0.67,,
BOS,AL,1965,162,62,100,FALSE,,,669,791,0.251,0.327,0.4,0.727,,
CAL,AL,1965,162,75,87,FALSE,,,527,569,0.239,0.297,0.341,0.638,,
CHC,NL,1965,164,72,92,FALSE,,,635,723,0.238,0.307,0.358,0.665,,
CHW,AL,1965,162,95,67,FALSE,,,647,555,0.246,0.315,0.364,0.679,,
CIN,NL,1965,162,89,73,FALSE,,,825,704,0.273,0.339,0.439,0.778,,
CLE,AL,1965,162,87,75,FALSE,,,663,613,0.25,0.315,0.379,0.694,,
DET,AL,1965,162,89,73,FALSE,,,680,602,0.238,0.312,0.374,0.686,,
HOU,NL,1965,162,65,97,FALSE,,,569,711,0.237,0.305,0.34,0.645,,
KCA,AL,1965,162,59,103,FALSE,,,585,755,0.24,0.309,0.358,0.667,,
LAD,NL,1965,162,97,65,TRUE,2,1,608,521,0.245,0.312,0.335,0.647,,
MIN,AL,1965,162,102,60,TRUE,1,2,774,600,0.254,0.324,0.399,0.723,,
MLN,NL,1965,162,86,76,FALSE,,,708,633,0.256,0.31,0.416,0.726,,
NYM,NL,1965,164,50,114,FALSE,,,495,752,0.221,0.277,0.327,0.604,,
NYY,AL,1965,162,77,85,FALSE,,,611,604,0.235,0.299,0.364,0.663,,
PHI,NL,1965,162,85,77,FALSE,,,654,667,0.25,0.313,0.384,0.697,,
PIT,NL,1965,163,90,73,FALSE,,,675,580,0.265,0.317,0.382,0.699,,
SFG,NL,1965,163,95,68,FALSE,,,682,593,0.252,0.313,0.385,0.698,,
STL,NL,1965,162,80,82,FALSE,,,707,674,0.254,0.314,0.371,0.685,,
WSA,AL,1965,162,70,92,FALSE,,,591,721,0.228,0.304,0.35,0.654,,
